Selection;View;Channel;Duet;Agg.Entropy..bits.;Avg.Entropy..bits.;Peak.Freq..Hz.;Delta.Freq..Hz.;Delta.Time..s.;Max.Entropy..bits.;Min.Entropy..bits.;PFC.Avg.Slope..Hz.ms.;PFC.Max.Freq..Hz.;PFC.Max.Slope..Hz.ms.;PFC.Min.Freq..Hz.;PFC.Min.Slope..Hz.ms.;Peak.Time.Relative;Time.25..Rel.;Time.5..Rel.;Time.75..Rel.;Time.95..Rel.;Begin.Time..s.;End.Time..s.;High.Freq..Hz.;Low.Freq..Hz.;Freq.5...Hz.;Freq.95...Hz.;Center.Time..s.;Dur.90...s.;Freq.25...Hz.;Freq.75...Hz.;BW.50...Hz.;BW.90...Hz.;Time.25...s.;Time.95...s.;Dur.50...s.;Sex;Species;Individual;Sex_Species;Begin.File
31;Spectrogram 1;1;1;3.749;3.005;2411.719;2439.371;2.1963;4.146;1.397;0.434;2583.984;207.728;861.328;-192.89;0.9363;0.4668;0.2149;0.9337;0.9602;144.2398182;146.4361553;3252.495;813.124;1378.125;2497.852;145.8213;1.6312;1550.391;1981.055;430.664;1119.727;145.264;146.3438;1.0217;2;T_doliatus;G40_1_T_doliatus;2_T_doliatus;T0040.wav
1;Spectrogram 1;1;1;3.447;3.099;2067.188;3210.576;2.509;4.65;1.357;0.585;2670.117;341.268;430.664;-296.754;0.7245;0.3819;0.2245;0.7269;0.912;41.91167964;44.42067439;3574.038;363.462;1550.391;2325.586;43.3342;1.7241;1894.922;2153.32;258.398;775.195;42.8698;44.1992;0.8649;2;T_doliatus;G40_2_T_doliatus;2_T_doliatus;T0041.wav
2;Spectrogram 1;1;0;3.841;3.428;2153.32;3574.038;2.0297;4.767;1.547;-0.342;3186.914;356.105;430.664;-370.943;0.0776;0.0374;0.0086;0.0805;0.7126;44.75141617;46.78116074;3937.5;363.462;1722.656;2756.25;44.8842;1.4222;2153.32;2411.719;258.398;1033.594;44.8319;46.1961;0.0871;1;T_doliatus;G40_1_T_doliatus;1_T_doliatus;T0041.wav
3;Spectrogram 1;1;1;3.354;3.185;2067.188;3937.5;2.6396;5.024;1.294;-0.066;4048.242;430.294;258.398;-608.347;0.3113;0.3135;0.1898;0.6755;0.8521;55.97764224;58.61726311;4119.231;181.731;1636.523;2325.586;57.2894;1.7415;1894.922;2067.188;172.266;689.062;56.8076;58.224;0.952;2;H_longirostris;G41_1_H_longirostris;2_H_longirostris;T0041.wav
4;Spectrogram 1;1;1;4.605;3.453;2067.188;3790.831;2.6396;4.701;1.438;0.131;4048.242;548.996;344.531;-563.833;0.8767;0.3987;0.3106;0.7952;0.978;65.39174015;68.03136102;4106.734;315.903;344.531;3273.047;66.8038;1.7589;602.93;2239.453;1636.523;2928.516;66.4439;67.9706;1.0449;1;H_longirostris;G41_2_H_longirostris;1_H_longirostris;T0041.wav
5;Spectrogram 1;1;1;3.587;3.223;1981.055;2969.484;2.5443;4.396;1.355;0;3273.047;326.43;430.664;-489.645;0.226;0.3082;0.1826;0.6689;0.9224;85.92970862;88.47403631;3348.567;379.083;689.062;2239.453;87.1851;1.8808;1808.789;2067.188;258.398;1550.391;86.7149;88.2765;0.9172;2;H_longirostris;G41_1_H_longirostris;2_H_longirostris;T0041.wav
7;Spectrogram 1;1;1;3.899;3.199;2067.188;3032.665;2.4204;4.738;1.089;0.608;3531.445;519.32;516.797;-281.917;0.4303;0.4207;0.2596;0.7356;0.9255;110.7180114;113.1384579;3538.109;505.444;1550.391;3531.445;112.0363;1.608;1894.922;2239.453;344.531;1981.055;111.7344;112.9535;0.7605;2;H_longirostris;G41_2_H_longirostris;2_H_longirostris;T0041.wav
8;Spectrogram 1;1;0;3.84;3.293;1894.922;2464.04;1.8963;4.442;1.479;-0.458;2756.25;356.105;516.797;-296.754;0.0185;0.0923;0.0154;0.5138;0.8492;112.7286973;114.6250314;2969.484;505.444;1378.125;2325.586;113.0754;1.5732;1722.656;2153.32;430.664;947.461;112.907;114.335;0.7953;1;H_longirostris;G41_1_H_longirostris;1_H_longirostris;T0041.wav
9;Spectrogram 1;1;1;3.289;3.111;2067.188;3032.664;2.1441;4.56;1.337;0.566;3359.18;370.943;516.797;-489.645;0.6984;0.6467;0.4429;0.8804;0.9701;129.0531581;131.1972545;3474.928;442.264;1550.391;2325.586;130.6703;1.1262;1894.922;2153.32;258.398;775.195;130.4381;131.1289;0.4992;1;H_longirostris;G41_1_H_longirostris;1_H_longirostris;T0041.wav
10;Spectrogram 1;1;1;3.302;2.993;2067.188;2906.303;2.3823;4.592;1.295;0;2842.383;252.241;516.797;-252.241;0.2634;0.2707;0.1293;0.6439;0.8756;129.920326;132.3026553;3348.567;442.264;1550.391;2325.586;130.9431;1.7763;1894.922;2153.32;258.398;775.195;130.5658;132.0054;0.8882;2;H_longirostris;G41_2_H_longirostris;2_H_longirostris;T0041.wav
11;Spectrogram 1;1;1;3.515;2.958;2067.188;3159.026;2.2299;4.811;1.111;0;3617.578;504.483;516.797;-534.158;0.8747;0.5614;0.3629;0.8721;0.9713;145.1135323;147.3433926;3664.47;505.444;1722.656;3617.578;146.6804;1.3526;1981.055;2153.32;172.266;1894.922;146.367;147.2784;0.6908;1;H_longirostris;G41_2_H_longirostris;1_H_longirostris;T0041.wav
12;Spectrogram 1;1;1;3.536;2.979;2067.188;2716.762;2.6396;4.552;1.047;-0.066;3014.648;415.456;430.664;-311.592;0.533;0.3128;0.1454;0.6718;0.9537;145.6567034;148.2963243;3095.845;379.083;1636.523;2583.984;146.872;2.1304;1894.922;2153.32;258.398;947.461;146.4831;148.1723;0.9462;2;H_longirostris;G41_1_H_longirostris;2_H_longirostris;T0041.wav
1;Spectrogram 1;1;1;3.403;3.169;2239.453;2496.227;2.0229;4.517;1.34;0.682;2670.117;356.105;344.531;-296.754;0.6609;0.6638;0.5057;0.8621;0.9943;11.82236068;13.84524047;2808.255;312.028;1464.258;2411.719;13.3689;0.9868;1981.055;2239.453;258.398;947.461;13.1657;13.8333;0.4005;1;H_longirostris;G41_2_H_longirostris;1_H_longirostris;T0042.wav
2;Spectrogram 1;1;1;3.572;3.073;2239.453;2860.259;2.3688;4.444;1.297;-0.62;2756.25;267.079;430.664;-311.592;0.1916;0.2408;0.1548;0.6462;0.8673;12.70220059;15.07100034;3276.297;416.038;1550.391;2411.719;13.6649;1.6834;1894.922;2239.453;344.531;861.328;13.276;14.7563;0.9578;2;H_longirostris;G41_1_H_longirostris;2_H_longirostris;T0042.wav
3;Spectrogram 1;1;1;3.595;3.054;2239.453;2184.198;2.0078;4.272;1.285;0.301;2756.25;311.592;602.93;-296.754;0.6261;0.5768;0.4261;0.8174;0.9565;28.10073417;30.10857396;2756.25;572.052;1464.258;2411.719;29.4603;1.0623;1894.922;2239.453;344.531;947.461;29.2571;30.0176;0.4818;1;H_longirostris;G42_1_H_longirostris;1_H_longirostris;T0042.wav
4;Spectrogram 1;1;1;3.639;2.949;2239.453;2444.222;2.0003;4.346;1.274;0;3014.648;207.728;689.062;-207.728;0.2128;0.2157;0.105;0.6939;0.9534;28.92793409;30.92825388;3016.274;572.052;1550.391;2411.719;29.7564;1.6893;1808.789;2239.453;430.664;861.328;29.3616;30.8303;0.952;2;H_longirostris;G42_2_H_longirostris;2_H_longirostris;T0042.wav
5;Spectrogram 1;1;1;3.487;2.947;2153.32;2496.226;2.0003;4.322;1.314;0;2842.383;400.619;430.664;-311.592;0.686;0.439;0.2035;0.7558;0.9477;46.49664105;48.49696084;2860.259;364.033;1636.523;2325.586;47.6648;1.4861;1894.922;2239.453;344.531;689.062;47.3745;48.3904;0.6327;2;H_longirostris;G42_1_H_longirostris;2_H_longirostris;T0042.wav
6;Spectrogram 1;1;1;4.003;3.328;1894.922;2548.231;2.4741;4.369;1.626;0;3100.781;415.456;602.93;-415.456;0.7723;0.3756;0.1408;0.7746;0.9577;51.51859293;53.99267267;3120.283;572.052;775.195;2411.719;53.0053;2.0201;1722.656;2067.188;344.531;1636.523;52.4481;53.8877;0.9868;2;H_longirostris;G42_2_H_longirostris;2_H_longirostris;T0042.wav
7;Spectrogram 1;1;1;3.237;3.127;2153.32;2704.246;2.1131;4.337;1.249;0;2842.383;326.43;516.797;-281.917;0.686;0.3664;0.1846;0.6942;0.8623;71.06869888;73.18181866;3172.288;468.042;1722.656;2411.719;72.3011;1.428;1894.922;2153.32;258.398;689.062;71.8425;72.8874;0.6908;2;H_longirostris;G42_2_H_longirostris;2_H_longirostris;T0042.wav
8;Spectrogram 1;1;1;3.422;3.061;1808.789;2326.619;2.0003;4.271;1.343;0.779;2928.516;267.079;689.062;-370.943;0.8372;0.3837;0.2384;0.7529;0.9302;82.66045713;84.66077692;2961.151;634.532;1636.523;2411.719;83.7892;1.3816;1894.922;2239.453;344.531;775.195;83.4293;84.5206;0.7372;2;H_longirostris;G42_2_H_longirostris;2_H_longirostris;T0042.wav
1;Spectrogram 1;1;1;3.524;3.12;2067.188;3538.256;2.1385;4.591;1.308;0.728;3100.781;445.132;258.398;-326.43;0.9537;0.4523;0.2316;0.861;0.9619;8.49855486;10.63709376;3794.651;256.395;1722.656;2497.852;9.9788;1.5557;1981.055;2239.453;258.398;775.195;9.4679;10.5535;0.8707;2;H_longirostris;G42_2_H_longirostris;2_H_longirostris;T0043.wav
2;Spectrogram 1;1;0;3.498;3.138;2067.188;2922.907;2.1312;4.593;1.314;0.689;3186.914;459.969;430.664;-356.105;0.9563;0.4071;0.2268;0.8689;0.9645;26.45665497;28.58787011;3333.14;410.233;1722.656;2497.852;27.9336;1.5673;1981.055;2239.453;258.398;775.195;27.3241;28.5083;0.981;2;H_longirostris;G43_1_H_longirostris;2_H_longirostris;T0043.wav
3;Spectrogram 1;1;0;3.635;3.175;2239.453;3025.465;1.5966;4.642;1.279;0.433;3186.914;252.241;775.195;-252.241;0.6109;0.4655;0.3055;0.8218;0.9491;38.35346374;39.95004415;3743.372;717.907;1722.656;2497.852;39.3346;1.0275;1981.055;2325.586;344.531;775.195;39.0966;39.8687;0.5689;2;H_longirostris;G43_1_H_longirostris;2_H_longirostris;T0043.wav
4;Spectrogram 1;1;0;3.382;3.117;2239.453;3281.86;2.3436;4.628;1.287;0.664;3186.914;415.456;516.797;-281.917;0.7841;0.4392;0.2233;0.794;0.9553;52.80412517;55.14772944;3794.651;512.791;1722.656;2497.852;54.4508;1.7125;2067.188;2239.453;172.266;775.195;53.8355;55.0429;0.8301;2;H_longirostris;G43_1_H_longirostris;2_H_longirostris;T0043.wav
5;Spectrogram 1;1;0;3.58;3.134;2153.32;3897.21;2.2923;4.563;1.236;0.453;3100.781;445.132;430.664;-400.619;0.8629;0.3756;0.2183;0.8553;0.9492;64.02633954;66.31867747;4256.163;358.953;1636.523;2497.852;65.4919;1.6718;2067.188;2325.586;258.398;861.328;64.8882;66.2001;1.0971;2;H_longirostris;G43_1_H_longirostris;2_H_longirostris;T0043.wav
6;Spectrogram 1;1;0;3.566;3.113;2067.188;3486.976;2.2777;4.617;1.335;0.533;3100.781;430.294;430.664;-341.268;0.9616;0.468;0.2148;0.8747;0.9642;79.7292352;82.0069256;3897.209;410.233;1636.523;2497.852;81.3453;1.7009;1894.922;2239.453;344.531;861.328;80.7938;81.92;0.923;2;H_longirostris;G43_1_H_longirostris;2_H_longirostris;T0043.wav
1;Spectrogram 1;1;0;3.675;3.503;1636.523;3101.538;2.4304;4.649;1.405;0.532;3014.648;370.943;344.531;-400.619;0.8206;0.6292;0.3756;0.8589;0.9402;3.027282611;5.457636256;3440.769;339.231;1205.859;2153.32;4.7659;1.37;1550.391;1894.922;344.531;947.461;4.5569;5.3116;0.5573;1;H_longirostris;G43_1_H_longirostris;1_H_longirostris;T0044.wav
2;Spectrogram 1;1;0;3.446;3.222;1722.656;3246.923;2.1598;4.789;1.303;0.04;2756.25;311.592;172.266;-281.917;0.69;0.4097;0.1402;0.752;0.9245;10.89141976;13.05119421;3343.846;96.923;1291.992;2067.188;12.2195;1.6893;1636.523;1894.922;258.398;775.195;11.7783;12.8871;0.7372;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
3;Spectrogram 1;1;0;3.465;3.037;1808.789;2974.186;2.0466;4.597;1.328;0.423;2497.852;296.754;344.531;-267.079;0.5897;0.3704;0.2023;0.7806;0.9373;19.37123983;21.41785343;3281.86;307.674;1378.125;2239.453;20.5613;1.4977;1722.656;1981.055;258.398;861.328;20.1317;21.2869;0.8359;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
4;Spectrogram 1;1;0;3.465;3.218;1808.789;2974.186;1.5456;4.542;1.33;0.56;2497.852;222.566;344.531;-237.404;0.7472;0.7358;0.5283;0.9057;0.9736;27.74293798;29.28855762;3281.86;307.674;1378.125;2153.32;29.0133;0.685;1722.656;1981.055;258.398;775.195;28.8798;29.2455;0.2612;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
5;Spectrogram 1;1;0;3.608;3.311;1808.789;3281.861;2.4304;4.636;1.398;0.642;2670.117;311.592;86.133;-311.592;0.6379;0.4245;0.2038;0.8058;0.9688;33.73449011;36.16484376;3333.14;51.279;1119.727;2153.32;35.2595;1.8518;1636.523;1894.922;258.398;1033.594;34.7661;36.0838;0.923;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
6;Spectrogram 1;1;0;3.683;3.282;1722.656;3384.419;2.0253;4.659;1.456;-0.086;2239.453;267.079;344.531;-281.917;0.7471;0.4425;0.158;0.7902;0.9368;43.12484756;45.15014227;3692.093;307.674;1033.594;2067.188;44.3385;1.5732;1550.391;1894.922;344.531;1033.594;44.0192;45.0177;0.7024;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
7;Spectrogram 1;1;0;3.407;3.033;1636.523;2717.79;2.1425;4.49;1.429;0.445;2325.586;222.566;516.797;-237.404;0.7092;0.4864;0.1522;0.7772;0.9538;50.97153535;53.11408396;3230.581;512.791;1378.125;2153.32;52.4481;1.7125;1636.523;1894.922;258.398;775.195;52.0127;53.0111;0.6211;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
8;Spectrogram 1;1;0;3.53;3.09;1722.656;3179.303;2.2705;4.679;1.312;1.144;3100.781;252.241;430.664;-252.241;0.7205;0.5897;0.2205;0.8436;0.9564;61.0148139;63.28527586;3538.256;358.953;1378.125;2239.453;62.6358;1.666;1636.523;1894.922;258.398;861.328;62.3514;63.1815;0.5747;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
9;Spectrogram 1;1;0;3.618;3.14;1722.656;2922.907;2.3131;4.506;1.436;0.187;2239.453;267.079;258.398;-267.079;0.6658;0.4422;0.1482;0.7789;0.9397;70.01967737;72.33277711;3128.023;205.116;947.461;2067.188;71.5523;1.8286;1550.391;1808.789;258.398;1119.727;71.0414;72.1908;0.7779;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
10;Spectrogram 1;1;0;3.606;3.349;1808.789;2410.116;2.2385;4.409;1.58;0.039;3100.781;400.619;775.195;-341.268;0.4649;0.3922;0.1481;0.7247;0.9532;123.1509764;125.38946;3128.023;717.907;1033.594;2153.32;124.3719;1.7995;1636.523;1894.922;258.398;1119.727;124.0294;125.2833;0.743;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
11;Spectrogram 1;1;0;3.486;3.301;1722.656;2615.232;2.3451;4.531;1.401;0.185;2239.453;237.404;602.93;-237.404;0.6799;0.5484;0.2605;0.7221;0.9429;97.11898401;99.46406209;3179.302;564.07;1119.727;1981.055;98.708;1.5964;1636.523;1808.789;172.266;861.328;98.4062;99.3291;0.4063;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
12;Spectrogram 1;1;0;3.218;3.288;1722.656;2769.069;2.2918;4.621;1.453;0.038;3273.047;281.917;516.797;-296.754;0.7259;0.533;0.3147;0.731;0.9391;111.0578012;113.3495821;3281.86;512.791;1464.258;2067.188;112.5819;1.428;1636.523;1894.922;258.398;602.93;112.2801;113.2089;0.4528;1;T_doliatus;G44_1_T_doliatus;1_T_doliatus;T0044.wav
1;Spectrogram 1;1;0;3.541;2.698;1722.656;2859.231;2.7088;4.59;1.32;0.16;2411.719;207.728;602.93;-222.566;0.5312;0.5269;0.3591;0.7699;0.957;7.895758918;10.60458442;3392.308;533.077;861.328;2067.188;9.346;1.6138;1636.523;1808.789;172.266;1205.859;9.3228;10.4838;0.656;2;T_doliatus;G45_1_T_doliatus;2_T_doliatus;T0045.wav
2;Spectrogram 1;1;1;3.953;3.019;1550.391;3295.384;2.3866;4.495;1.222;0.469;2670.117;237.404;516.797;-222.566;0.8054;0.562;0.2579;0.9246;0.9611;18.39559129;20.78217733;3731.538;436.154;775.195;2497.852;20.2013;1.6776;1550.391;1894.922;344.531;1722.656;19.737;20.689;0.8649;1;T_doliatus;G45_2_T_doliatus;1_T_doliatus;T0045.wav
3;Spectrogram 1;1;1;3.544;2.748;1636.523;3101.538;2.6887;4.522;1.324;0.707;2497.852;311.592;344.531;-252.241;0.7814;0.5996;0.316;0.8247;0.9697;22.76596403;25.45464957;3440.769;339.231;775.195;2153.32;24.5841;1.7531;1550.391;1808.789;258.398;1378.125;24.3751;25.3678;0.6037;2;T_doliatus;G45_1_T_doliatus;2_T_doliatus;T0045.wav
4;Spectrogram 1;1;1;4.034;2.883;2411.719;3489.231;2.2154;4.604;1.32;0.469;2928.516;237.404;258.398;-370.943;0.9554;0.4856;0.2336;0.9055;0.9685;37.07631654;39.29171287;3683.077;193.846;861.328;2497.852;38.667;1.6254;1464.258;1894.922;430.664;1636.523;38.1504;39.2185;0.9288;1;T_doliatus;G45_2_T_doliatus;1_T_doliatus;T0045.wav
5;Spectrogram 1;1;1;3.554;2.793;1550.391;3586.154;2.5024;4.621;1.369;0.138;3875.977;593.509;344.531;-207.728;0.8558;0.4674;0.2186;0.8488;0.9698;40.70136076;43.20375161;3925.385;339.231;947.461;2067.188;42.3938;1.875;1550.391;1894.922;344.531;1119.727;41.8714;43.1252;0.952;2;T_doliatus;G45_1_T_doliatus;2_T_doliatus;T0045.wav
6;Spectrogram 1;1;1;4.202;2.737;2497.852;3634.615;2.1902;4.479;1.281;0.673;2670.117;207.728;516.797;-192.89;0.9415;0.4947;0.25;0.9362;0.9601;51.33383308;53.52405445;4070.769;436.154;861.328;2583.984;52.9531;1.5499;1550.391;2067.188;516.797;1722.656;52.419;53.4349;0.9636;1;T_doliatus;G45_2_T_doliatus;1_T_doliatus;T0045.wav
7;Spectrogram 1;1;1;3.397;2.829;1636.523;3634.616;2.6031;4.73;1.301;0.699;3875.977;593.509;344.531;-474.807;0.821;0.3803;0.1208;0.8233;0.962;54.33719604;56.94028672;3925.385;290.769;1378.125;2239.453;56.0355;2.1827;1636.523;1808.789;172.266;861.328;55.3273;56.8366;1.1494;2;T_doliatus;G45_1_T_doliatus;2_T_doliatus;T0045.wav
8;Spectrogram 1;1;1;3.819;2.631;1636.523;3171.576;2.6685;4.282;1.156;0.13;2670.117;281.917;516.797;-252.241;0.732;0.3769;0.207;0.8301;0.976;72.79919379;75.46773936;3624.658;453.082;775.195;2153.32;74.5999;2.0492;1464.258;1808.789;344.531;1378.125;73.8046;75.401;1.2074;2;T_doliatus;G45_1_T_doliatus;2_T_doliatus;T0045.wav
9;Spectrogram 1;1;1;3.973;2.987;1636.523;3876.37;2.019;4.771;1.318;-0.343;4220.508;415.456;516.797;-415.456;0.7781;0.1441;0.0259;0.8213;0.9683;75.23612974;77.25516139;4228.767;352.397;775.195;2411.719;76.4227;1.8982;1550.391;1894.922;344.531;1636.523;75.5287;77.1889;1.3642;1;T_doliatus;G45_2_T_doliatus;1_T_doliatus;T0045.wav
10;Spectrogram 1;1;1;3.396;2.524;1722.656;3574.315;2.2708;4.581;1.308;0;2670.117;222.566;430.664;-222.566;0.8923;0.4462;0.2436;0.8897;0.9718;86.08020965;88.35099088;3926.712;352.397;861.328;2153.32;87.6611;1.6486;1636.523;1894.922;258.398;1291.992;87.0922;88.2823;1.0043;2;T_doliatus;G45_1_T_doliatus;2_T_doliatus;T0045.wav
11;Spectrogram 1;1;1;4.062;2.698;1722.656;4077.74;2.0593;4.27;1.369;-0.042;2670.117;222.566;430.664;-222.566;0.2994;0.209;0.0085;0.7825;0.9605;88.25532604;90.31463762;4430.137;352.397;861.328;2411.719;89.3039;1.9563;1464.258;1894.922;430.664;1550.391;88.6886;90.2327;1.1784;2;T_doliatus;G45_2_T_doliatus;2_T_doliatus;T0045.wav
1;Spectrogram 1;1;1;3.485;3.17;1894.922;3046.381;2.0631;4.586;1.32;0.629;3100.781;341.268;344.531;-237.404;0.6582;0.4322;0.2429;0.7316;0.8983;6.820913201;8.883998094;3336.513;290.132;1464.258;2239.453;8.0283;1.3468;1722.656;1981.055;258.398;775.195;7.7148;8.6726;0.6153;2;T_doliatus;G46_1_H_longirostris;2_T_doliatus;T0046.wav
2;Spectrogram 1;1;1;3.74;3.314;1894.922;3239.803;1.5307;4.804;1.285;0;3014.648;311.592;258.398;-385.781;0.5267;0.2557;0.0305;0.6794;0.855;8.784171406;10.31484729;3481.579;241.776;1464.258;2411.719;9.5086;1.2539;1722.656;1981.055;258.398;947.461;9.1777;10.0891;0.6444;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
3;Spectrogram 1;1;0;3.321;3.181;2067.188;3433.224;2.1629;4.731;1.267;1.24;3789.844;400.619;516.797;-400.619;0.5984;0.4474;0.2965;0.7305;0.8895;18.28647897;20.44939055;3868.421;435.197;1464.258;2153.32;19.5744;1.2771;1636.523;1981.055;344.531;689.062;19.2551;20.2072;0.6095;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
4;Spectrogram 1;1;1;3.349;3.221;1981.055;3239.803;2.0381;4.742;1.329;0.339;3789.844;519.32;602.93;-548.996;0.4729;0.3761;0.2308;0.7066;0.8803;30.31886964;32.35699786;3820.066;580.263;1550.391;2153.32;31.3992;1.3235;1722.656;1981.055;258.398;602.93;31.0857;32.1132;0.6734;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
5;Spectrogram 1;1;1;3.454;3.228;1981.055;3143.092;1.6721;4.721;1.318;-0.104;2756.25;356.105;516.797;-326.43;0.6969;0.3763;0.2439;0.7073;0.8676;32.52337567;34.1954727;3578.289;435.197;1464.258;2153.32;33.4657;1.0391;1722.656;1981.055;258.398;689.062;33.1523;33.9708;0.5515;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
6;Spectrogram 1;1;0;3.414;2.921;1981.055;2901.316;2.0215;4.478;0.706;0.557;3014.648;311.592;516.797;-267.079;0.5879;0.3833;0.2248;0.7262;0.8963;42.67564218;44.69713262;3336.513;435.197;1464.258;2153.32;43.758;1.3526;1722.656;1981.055;258.398;689.062;43.4503;44.4836;0.6908;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
7;Spectrogram 1;1;1;3.389;2.962;1981.055;2804.605;1.5723;4.576;1.202;0.993;2756.25;311.592;516.797;-237.404;0.6741;0.5593;0.2889;0.8519;0.9815;57.01252171;58.58479205;3288.158;483.553;1464.258;2239.453;58.1021;1.0855;1722.656;1981.055;258.398;775.195;57.8931;58.5549;0.4586;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
8;Spectrogram 1;1;1;3.376;2.922;1981.055;2562.829;1.9633;4.529;1.257;0;2756.25;207.728;689.062;-267.079;0.1395;0.1662;0.0534;0.5579;0.7953;57.79449743;59.75775564;3191.447;628.618;1550.391;2239.453;58.375;1.4512;1722.656;1981.055;258.398;689.062;58.1253;59.356;0.7663;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
9;Spectrogram 1;1;1;3.268;3.132;1722.656;2901.315;2.0631;4.612;1.301;0;3359.18;311.592;516.797;-281.917;0.7239;0.3803;0.2282;0.6563;0.8817;72.52033505;74.58341994;3384.868;483.553;1550.391;2153.32;73.613;1.3468;1722.656;1981.055;258.398;602.93;73.3054;74.3387;0.5689;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
10;Spectrogram 1;1;1;3.373;3.355;2067.188;3143.092;1.6638;4.745;1.253;0.937;3531.445;474.807;516.797;-519.32;0.6119;0.4196;0.2378;0.6818;0.8531;75.13246673;76.79624487;3578.289;435.197;1550.391;2239.453;76.0511;1.0217;1808.789;2067.188;258.398;689.062;75.8306;76.5504;0.4354;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
11;Spectrogram 1;1;0;3.155;3.175;1894.922;2567.465;2.0298;4.491;1.226;0.682;2497.852;296.754;516.797;-192.89;0.6504;0.384;0.2693;0.6533;0.8825;86.64897785;88.67878718;3070.89;503.425;1550.391;2153.32;87.8353;1.2423;1722.656;1981.055;258.398;602.93;87.4289;88.439;0.5457;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
12;Spectrogram 1;1;1;3.427;2.975;1981.055;2668.151;2.0132;4.432;1.305;-0.086;2411.719;207.728;602.93;-163.215;0.5896;0.474;0.2688;0.7486;0.9306;109.201703;111.2148746;3221.918;553.767;1464.258;2153.32;110.4051;1.3293;1722.656;1981.055;258.398;689.062;110.1555;111.0726;0.5515;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
13;Spectrogram 1;1;1;3.426;3.019;1981.055;2567.466;1.6055;4.431;1.304;0.486;2670.117;267.079;602.93;-163.215;0.3659;0.2464;0.087;0.6123;0.8514;109.8006632;111.4062091;3121.233;553.767;1464.258;2153.32;110.5096;1.2249;1636.523;1981.055;344.531;689.062;110.1961;111.1655;0.5863;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
14;Spectrogram 1;1;1;3.521;3.24;1981.055;2919.863;1.9882;4.626;1.292;0.348;3100.781;385.781;430.664;-430.294;0.5819;0.3772;0.2544;0.652;0.886;120.4061784;122.3943933;3272.26;352.397;1464.258;2239.453;121.4462;1.2539;1722.656;1981.055;258.398;775.195;121.1559;122.166;0.5457;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
15;Spectrogram 1;1;1;3.202;3.177;1981.055;2718.493;1.5889;4.508;1.263;0.273;3273.047;445.132;689.062;-370.943;0.674;0.4652;0.2747;0.674;0.8462;125.8866633;127.4755714;3322.603;604.11;1550.391;2153.32;126.8332;0.9056;1722.656;1981.055;258.398;602.93;126.6242;127.2279;0.3309;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
16;Spectrogram 1;1;1;3.451;3.075;1894.922;2970.206;1.8801;4.58;1.288;0.415;2670.117;311.592;602.93;-133.54;0.6966;0.418;0.2848;0.6997;0.8731;129.0228851;130.9029544;3523.973;553.767;1550.391;2239.453;130.0898;1.1029;1722.656;1981.055;258.398;689.062;129.8111;130.6645;0.5283;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
17;Spectrogram 1;1;1;3.411;3.146;2067.188;3070.891;2.0381;4.659;1.337;0.425;2670.117;192.89;602.93;-163.215;0.5914;0.4886;0.2857;0.7971;0.9629;144.0923166;146.1304448;3624.658;553.767;1464.258;2153.32;145.415;1.3758;1636.523;1981.055;344.531;689.062;145.0899;146.0535;0.6269;2;H_longirostris;G46_1_H_longirostris;2_H_longirostris;T0046.wav
18;Spectrogram 1;1;1;3.213;3.208;1808.789;2970.205;1.4974;4.804;1.306;-1.333;3100.781;356.105;430.664;-400.619;0.7471;0.3891;0.1712;0.7393;0.8677;146.4465626;147.943963;3372.945;402.74;1464.258;2153.32;147.3132;1.0391;1722.656;1981.055;258.398;689.062;147.0287;147.7428;0.5224;1;H_longirostris;G46_2_H_longirostris;1_H_longirostris;T0046.wav
